sub_query,rerank_score,score,source,document_id,revision,chunk_index,title,page,text_content
comparison of device specification with jurisdictional regulatory standards,0.016529556,0.378085315,D70060 HAL 4.0 GSPR Checklist Rev2.docx.pdf,D70060,2,3,2. Canada Medical Device Regulations (CMDR) – 2024-12-14,2-3,"Canadian Medical Device Regulation (SOR/98-282) Safety and Effectiveness Requirements https://laws-lois.justice.gc.ca/PDF/SOR-98-282.pdf 3. Australia Therapeutic Goods (Medical Devices) Regulations 2002 – F2024C00570 01 July 2024 Schedule 1 Essential Principles (AU EP) https://www.legislation.gov.au/F2002B00237/latest/text Checklist for MDR GSPR, Canadian MDR, and Australian Essential Principles [Device Name] Revision Doc Number 2 D70060 Varian Confidential REG0507F08 Rev 04 This document contains confidential, proprietary information of Varian, a Siemens Healthineers Company. It may not be copied or reproduced without prior written permission from Varian. Page 3 of 45 ClauseMDR General Safety and Performance Requirements StandardsCompliance Assessment Report Reference MDR GSPR CH 1 GENERAL REQUIREMENTS MDR GSPR 1(1) CMDR 10 AU EP 1, 3 Devices shall achieve the performance intended by their manufacturer and shall be designed and manufactured in such a way that, during normal"
comparison of device specification with jurisdictional regulatory standards,0.014957086,0.366090119,D45070 Hal 4 Applicable Product Standards Rev 2.docx.pdf,D45070,2,111,2. Standards Evaluation > 2.14 Chinese standards (Continued),66-67,"Title Evidence Tested by Comments/ Justification 2.14 - B23   Applicable  Not Applicable YY/T 0466.2-2015 (identical to ISO 15223- 2:2010) 医疗器械 用于医疗器械标 签、标记和提供信息的符号 第 2 部分：符号的制订、选 择和确认 Medical devices -- Symbols to be used with medical device labels, labelling, and information to be supplied -- Part 2: Symbol development, selection and validation  Self Cert  Third Party NOTE: Self Cert is ok No need to mention in PTR Note: Go to “\\BJFS1\Share\RegulatoryAffairs\China standards_English translation” or “http://internal.varian.com/corp/regaffairs/ch/SitePages/Home.aspx” to get English translation of the Chinese standards and Chinese regulations.. HAL 4.0 Applicable Product Standards This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Doc Number Rev. Date D45070 2 date of last e-sign Format L00003413 Rev 08        Page 67 of 95"
comparison of device specification with jurisdictional regulatory standards,0.014447852,0.362404585,D70060 HAL 4.0-GSPR Checklist.pdf,D70060,,76,2. Canada Medical Device Regulations (CMDR) – 2019-06-21 (Continued),24-25,"the use of the standards for Medical Electrical Equipment series EN 60601 Verification Summary Report: D68588 Validation Summary Report: D68014. Clause   MDR General Safety and Performance Requirements  Standards  Compliance Assessment  Report Ref. & Issue or Date Varian Confidential REG0507F08 Rev 01 This document contains confidential, proprietary information of Varian, a Siemens Healthineers Company. It may not be copied or reproduced without prior written permission from Varian. Page 25 of 40 EN 60601-1: 2006/A1:2013 IEC 60601-2-1:2020 (Edition 4.0) EN 60601-1-3:2008+ A1:2013 Risk Management Report Only x-ray radiation is supplied to the patient. (RMR): D56979 : D68985 EN 62304: 2006 Test Report, EN 60601-1 Test Report: 104993953MIN-001 EN 60601-1-3:2008 Test Report 102341812MIN-003a IEC 60601-2-1 Test Report: 104993953MIN-002 MDR GSPR 2(21.3) CMDR 21 AU EP 12.12 The function of the controls and indicators shall be clearly specified on the devices. Where a device bears"
comparison of device specification with jurisdictional regulatory standards,0.014172367,0.390802443,D47457 HAL 4.0 APS Record Rev 04.docx.pdf,D47457,4,17,3.0 Summary of Applicable Standards and Guidance documents > 3.1 Applicable Standards (Continued),8,Following Varian procedures ensures compliance with this standard. There are no separate test reports specific to the product being evaluated. Applicable 3.1.8 ISO 20417 EN 2021 Information supplied by the manufacturer of medical devices Label or Labelling Regulatory Affairs Conformity with EN standard demonstrates compliance with EU MDR. Following Varian procedures ensures compliance with this standard. There are no separate test reports specific to the product being evaluated. Applicable 3.1.9 IEC TR 60878  N/A 2022 Ed. 4.0 Graphical Symbols for Electrical Equipment in Medical Practice (Technical Report) Device Labeling SOPsFollowing Varian procedures ensures compliance with this standard. There are no separate test reports specific to the product being evaluated. 3.1.10 Applicable ASTM   F3208N/A-20Standard Guide for Selecting Test Soils for Validation of Cleaning Methods for Reusable Devices Product Compliance Internal Report/ Certification Guidance document. Covered by ANSI/AAMI
comparison of device specification with jurisdictional regulatory standards,0.013222822,0.401357085,D30786 Halcyon 2.0 Regulatory Plan Rev 1.0.doc.pdf,D30786,1,66,7.3 Information Technology Equipment Standards (Continued),36,est. 4 months) Calculated from estimated submission date plus clearance timescale Radiation License required (w. NLS) South Korea21New deviceEnglish same as estimated clearance / registration date Medical Device Registration TPG 6 months Calculated from estimated submission date plus clearance timescale Radiation License required Spain*21New deviceSpanish same as estimated clearance / registration date Medical Device Registration TPG + NLS 1 month Calculated from estimated submission date plus clearance timescale Switzerland21New deviceEnglish same as estimated clearance / registration date No further Medical Device registration required TPG + CE Mark Calculated from estimated submission date plus clearance timescale Russian or Ukraine22New device Ukrainian same as estimated clearance / registration date Medical Device registration 6-12 months TPG + NLS + CE Mark or 510(k) Calculated from estimated submission date plus clearance timescale Algeria3N/AN/AN/A New device Medical Device
comparison of device specification with jurisdictional regulatory standards,0.012007351,0.362264633,D45070 Hal 4 Applicable Product Standards Rev 2.docx.pdf,D45070,2,149,3. Summary of Identified Standards (Continued),89-90,"(identical to ISO 10993- 1:2009) 医疗器械生物学评价 第 1 部 分：评价与试验 Biological evaluation of medical devices--Part 1:Evaluation and testing  Self Cert REPORT  Third Party NOTE: Self Cert is ok 2.14 - B22  Applicable  Not Applicable YY/T 0466.1-2016 (identical to ISO 15223- 1:2012) 医疗器械 用于医疗器械标 签、标记和提供信息的符号 第 1 部分：通用要求 Medical devices—Symbols to be used with medical device labels, labelling and information to be supplied— Part 1:General requirements Essential Requirements Checklist Item is not tested, it is verified by following SOPs No need to mention in PTR 2.14 - B23   Applicable  Not Applicable YY/T 0466.2-2015 (identical to ISO 15223- 2:2010) 医疗器械 用于医疗器械标 签、标记和提供信息的符号 第 2 部分：符号的制订、选 择和确认 Medical devices -- Symbols to be used with medical device labels, labelling, and information to be supplied -- Part 2: Symbol development, selection and validation  Self Cert  Third Party NOTE: Self Cert is ok No need to mention in PTR HAL 4.0 Applicable Product Standards"
comparison of device specification with jurisdictional regulatory standards,0.011732464,0.375538468,D30786 Halcyon 2.0 Regulatory Plan Rev 1.0.doc.pdf,D30786,1,39,7.2 Specific Medical Device Standards (Continued),22,医用电气设备第1- 2部分：安全通用要求- 并列标准：电磁兼容要求和试验 Medical electrical equipment Part 1- 2:General requirements for safety Collateral standards: Electromagnetic compatibility Requirements and tests Test reportSelf Cert Third Party Identical to IEC 60601-1-2:2004 Test report for IEC 60601-1-2 2.14-Applicable 18Not Applicable YY/T 0708-2009 (identical to IEC 60601- 1-4:2000) 医用电气设备第1- 4部分：安全通用要求：可编程医用电气 系统 Medical Electrical Equipment - Part 1-4: General Requirements for Safety - Collateral Standard: Programmable Electrical Medical Systems - Edition 1.1; Edition 1:1996 Consolidated with Amendment 1:1999 Self-Assessment ReportSelf Cert Third Party Test report for IEC 60601-1-4   Applicable 2.15.6 Not Applicable ISTAISTA [International Safe Transport Association standards] Varian procedure L9588N/AVarian develops and evaluates packaging via procedure L9588 “Packaging Validation Process”   Applicable 2.15.8 Not Applicable ANSI/AAMI HE75:2009Human factors engineering— Design of medical devices
comparison of device specification with jurisdictional regulatory standards,0.011463797,0.378752112,D30786 Halcyon 2.0 Regulatory Plan Rev 1.0.doc.pdf,D30786,1,60,7.3 Information Technology Equipment Standards (Continued),33,plus clearance timescale Vietnam1N/ANew deviceN/AN/A Medical Device registration is  not required TPG N/A Argentina21New deviceSpanish same as estimated clearance / registration date Medical Device Registration TPG + NLS 9 months Calculated from estimated submission date plus clearance timescale Austria*21New deviceGerman same as estimated clearance / registration date No further Medical TPG + NLS Device registration Calculated from estimated submission date plus clearance timescale Azerbaijan2N/ANew deviceN/AN/A Medical Device Registration is not required TPG N/A Belarus22New deviceRussian same as estimated clearance / registration date Medical Device Registration 4 -6 months TPG + NLS + CE Mark or 510(k) Calculated from estimated submission date plus clearance timescale Belgium*21New device Dutch AND German AND French (waiver accepted for professional use) same as estimated clearance / registration date No further Medical TPG + NLS Device registration Calculated from estimated
comparison of device specification with jurisdictional regulatory standards,0.010818449,0.360559255,D30786 Halcyon 2.0 Regulatory Plan Rev 1.0.doc.pdf,D30786,1,22,7.2 Specific Medical Device Standards (Continued),13,"Doc NumberRev.Date Date of last e- D307861.0 signature Format LL00000228 Rev 03Page 13 of 68 # Applicable/TitleEvidenceTested byComments/ Justification Document Identifier Not Applicable Applicable (none) Not Applicable  IEC 60601-1-2:2014Medical electrical equipment – Part 1-2: General requirements for basic safety and essential performance – Collateral standard: Electromagnetic compatibility – Requirements and tests Test reportSelf Cert Third Party 4th Edition IEC 60601-1-2:2014 is estimated to be required by US starting April 1, 2017 and by EU starting December 31. 2018 The EMC test report will include a listing of three IEC EMC standards: IEC 60601-1-2:2001+A1;2006, IEC 60601-1-2:2007, and IEC 60601- 1:2014. Applicable 2.6 -03 Not Applicable CAN/CSA-C22.2 No.60601-1-2-08 Medical electrical equipment – Part 1-2: General requirements for basic safety and essential performance – Collateral standard: Electromagnetic compatibility – Requirements and tests (Adopted IEC"
comparison of device specification with jurisdictional regulatory standards,0.010652511,0.369614482,D47457 HAL 4.0 APS Record Rev 04.docx.pdf,D47457,4,30,3.0 Summary of Applicable Standards and Guidance documents > 3.1 Applicable Standards (Continued),12,"Applicable Version Title SME function  Evidence required  Comments 3.1.45 Applicable IEC 62274N/A2005Medical electrical equipment - Safety of radiotherapy record and verify systems Product Compliance Internal Report/ Certification Not listed in OJ. Previous report ID: D44073 3.1.46 Applicable IEC 60825-1 EN 60825-1 EN2014Safety of laser products – Part 1: Equipment classification 2014and requirements Product Compliance 3rd Party Report/ Certification Lasers and products containing lasers (bar code scanner, CD reader, Light curtain, etc.) Test Report ID: 102341812MPK-018 3.1.47 Applicable 47 CFR 15N/A N/ATITLE 47--TelecommunicationProduct Compliance 3rd Party Report/ Certification FCC Rules Part 15 Subpart B (EMC) Computer equipment to comply with the emission limits for a Class A or B digital device. Typically obtained from the supplier of the computer. Equipment authorization required depends on type of device: DofC/Verification (Compliance Label) or Certification (FCC ID Required +"
comparison of device specification with jurisdictional regulatory standards,0.01001357,0.399808049,D47457 HAL 4.0 APS Record Rev 04.docx.pdf,D47457,4,77,3.0 Summary of Applicable Standards and Guidance documents > 3.1 Applicable Standards (Continued),30,"Fundamental requirements for Unique device identifier GPL  Label or LabellingIt is a UDI requirement for China (similar to GS1) Following Varian procedures ensures compliance with this standard. No report is required. 3.1.143 Not Applicable GB 9254 2008 信息技术设备的无线电骚扰限值和测量方法 Information technology equipment – Radio disturbance characteristics – Limits and methods of measurement China RA  3rd Party Report/ Certification MC standard for ITE but not for ME. Product will be tested as a system with YY 9706.102-2021, no need to test IT parts separately with GB 9254. 3.1.144 Applicable YY/T 0741 2018 数字化摄影X 射线机专用技术条件 Particular specifications for digital X-ray radiography system Product Compliance 3rd Party Report/ Certification This standard is listed in X-Ray IGRT Registration Guidance PTR template. 1) This standard includes particular specifications for Digital X-ray Radiography Systems. 2) It requires manufacturers to disclose X-ray electrical power(maximum output electric power and nominal"
comparison of device specification with jurisdictional regulatory standards,0.009559399,0.378438026,D47457 HAL 4.0 APS Record Rev 04.docx.pdf,D47457,4,76,3.0 Summary of Applicable Standards and Guidance documents > 3.1 Applicable Standards (Continued),30,"REG0505F01 Rev 07 This document contains confidential, proprietary information of Varian, a Siemens Healthineers Company. It may not be copied or reproduced without prior written permission from Varian. Page 30 of 39 # Applicability Identifier  Applicable Nat'l Adoption Applicable Version Title SME function  Evidence required  Comments Replace of YY/T 0466.1-2016. Following Varian procedures ensures compliance with ISO 15223-1:2021. There is no separate test report specific to this requirement. 3.1.141 Applicable YY/T 0466.2 2015 医疗器械 用于医疗器械标签、标记和提供信 息的符号 第2 部分：符号的制订、选择和确 认 Medical devices -- Symbols to be used with medical device labels, labelling, and information to be supplied -- Part 2: Symbol development, selection and validation Label or Labelling GPL  Identical to ISO 15223-2:2010 Following Varian procedures ensures compliance with this standard. There is no separate test report specific to this requirement. 3.1.142 Applicable YY/T 1630 2018 医疗器械唯一标识基本要求"
review of documentation against specific regional regulatory codes and guidelines,0.104294725,0.332108408,D47457 HAL 4.0 APS Record Rev 04.docx.pdf,D47457,4,79,3.0 Summary of Applicable Standards and Guidance documents > 3.1 Applicable Standards (Continued),31-32,"Guidelines for Registration Review of Medical Device Software (Revised Edition 2022) (No.9, 2022) Software ENG Internal Report/ Certification Product Versioning REG0508 Impacted documents REG0507F13: Study Report of Self-developed Software is needed, and the template is provided by China RA. External software environment assessment report is needed, and the template is provided by China RA. Interoperability study report is needed, and the templated will be provided by China RA. 3.1.147 Applicable 国家药品监督管理 局医疗器械技术审 评中心通告（2022 年第7 号）NMPA Guidance Mar 7, 2022 医疗器械网络安全注册审查指导原则（2022 年修订版） Guidelines for Registration Review of Medical Device Cybersecurity (Revised Edition 2022) (No.7, 2022) Software ENG, Cybersecurity SME 3rd Party Report/ Certification Impacted documents DND25F03: Cybersecurity Study Report of Self- developed Software is needed, and the template is provided by China RA. Cybersecurity vulnerability self- Applicable Product Standards Record HAL 4.0 Revision Doc Number 04"
review of documentation against specific regional regulatory codes and guidelines,0.09947021,0.383754522,D53708 Marketing Claims Library HAL 4.0 Rev 4.0.docx.pdf,D53708,4,6,1. Introduction > 1.2 Scope,4,"This document can be consulted during the production of marketing material to ensure that marketing claims are compliant with legal and regulatory guidelines. Following production of marketing materials, additional review may be needed to ensure that the material complies with the regulations of the local government."
review of documentation against specific regional regulatory codes and guidelines,0.05439932,0.386464149,D77711 Halcyon and Ethos Radiotherapy System 4.0 IFU (P1039628-003-C) Checklist Rev 01.docx.pdf,D77711,1,4,3.0 Checklist (Continued),2,"DDP/SDP features, optional ATL, etc.). - If there are references to other documents, check that those documents still exist, and the references are valid. N/A 17-Jul-23 Regulatory 4. and standards content Collaborate with content owners on required regulatory and standards content per plan. N/A17-Jul-23 5. Graphics Add, review and revise graphics for product changes and best practices (usability, clarity, text separated from graphics for Localization). N/A 17-Jul-23 6. UI [Optional] Review UI elements and strings for clarity and consistency and give feedback to developers. N/A 24-Jul-23 7. RMR Confirm the status of the risk management report (RMR) and tracing of labeling risk items to the UA. N/A 24-Jul-23 Revise UA for fixed issues and N/A 8. Issues/DRs 24-Jul-23 resolved DRs. Product 9. version Verify with Engineering and Regulatory Submissions the product version. N/A 24-Jul-23 10. HIPAA Verify with Engineering project team that HIPAA statement matches product capabilities."
review of documentation against specific regional regulatory codes and guidelines,0.04751419,0.361368388,104993953MIN-001 - HAL4.0 - IEC 60601-1.pdf,104993953,,423,4 Supply voltage: (Continued),260-261,"Architecture verification and documentation are addressed during document review and approval process for DND05T01 System Requirements Specification (SyRS) Rev 03, L3864 Feature Design Description (FDD) Rev 01, L3863 System Design Description (SyDD) Rev 01. Device records (Appendix B): D63662 HAL 4.0 System Requirements Specification rev 02.pdf D64910 HAL 4.0 System Design Description Rev 01.pdf P Page 260 of 365                     Report No. 104993953MIN-001 IEC 60601-1 Clause Requirement + Test Result - Remark Verdict TRF No. IEC60601_1S Attachment - Software – IEC 62304:2006 — c) the MEDICAL DEVICE ARCHITECTURE supports proper operation of any SOUP items Procedures used (Appendix A): Architecture verification and documentation are addressed during document review and approval process for DND05T01 System Requirements Specification (SyRS) Rev 03, L3864 Feature Design Description (FDD) Rev 01, L3863 System Design Description (SyDD) Rev 01. Device records (Appendix B):"
review of documentation against specific regional regulatory codes and guidelines,0.044680867,0.351205319,D47457 HAL 4.0 APS Record Rev 04.docx.pdf,D47457,4,86,3.0 Summary of Applicable Standards and Guidance documents > 3.2 Relevant Guidance Documents,35,"The following guidance documents relevant to the product have been identified. While these do not contain requirements that must be met, they provide agency current thinking on the best practice for demonstrating compliance with current regulations. # Applicability Identifier  Applicable VersionTitle  SME function  Comments 3.2.1 Applicable GUI00000585 August 11, 2023Off-The-Shelf Software in Medical Devices, Guidance for Industry and Food and Drug Administration Staff Regulatory Affairs FDA Guidance Following Varian procedures ensures compliance with the guidance. There are no separate test reports specific to the product being evaluated. Applicable 3.2.2 GUI00001811 September 8, 2023Use of International Standard ISO 10993-1, ""Biological evaluation of medical devices - Part 1: Evaluation and testing within a risk management process"", Guidance for Industry and Food and Drug Administration Staff Product Compliance FDA Guidance Applicable"
review of documentation against specific regional regulatory codes and guidelines,0.037467506,0.335685164,D47457 HAL 4.0 APS Record Rev 04.docx.pdf,D47457,4,7,2.0 Standards Evaluation,4-5,"Column Definition The meaning of the columns in the evaluation tables within this section is as follows: Column Title  Definition Author/SME input? #Convenience reference numbering to assist in describing the document contents.No ApplicabilityIndicates applicability of standard, directive, guidance, etc. listed in the corresponding rowYes Document Identifier  Numerical identifier of standard, regulation, or guidance document, as avalaible.No Applicable Nat’l Adoption Standard version adopted for specific market (e.g., BS, EN, etc.)Yes Applicable Version Indicates the revision or version of standard or guidance document determined as applicable. Green text includes the latest revision for reference. Yes Title  Title of the standard, regulation,  or guidance document.No SME Function Function responsible to obtain the evidence that demonstrates compliance (e.g. test report, manufacturer’s Declaration of Conformity). No Applicable Product Standards Record HAL 4.0 Revision Doc Number 04"
review of documentation against specific regional regulatory codes and guidelines,0.035144847,0.322354436,D101277 106485676MIN-001 IEC60601-1 Ed.3.2 HAL4.0_30_APR_2026 Rev 1.pdf,D101277,1,436,6. The MSO shall only be used to power the console cabinet (Continued),254,"Page 254 of 352                           Report No.106485676MIN-001 IEC 60601-1 Clause Requirement + Test Result - Remark Verdict TRF No. IEC60601_1U b) is free from contradiction with the software ARCHITECTURE Procedures used: Verification and documentation are addressed during document review and approval process for the DND05T01 System Requirements Specification (SyRS), DND06T02 Feature Design Description (FDD) DND06T03 System Design Description (SyDD) Device records: D63662 HAL 4.0 System Requirements Specification D64910 HAL 4.0 System Design Description P 5.5 SOFTWARE UNIT implementation P 5.5.1 [A, B, C] The MANUFACTURER implements each SOFTWARE UNIT Procedures used: DND08 Verification Work Instruction Implementation is checked at reviews documented in the electronic DHF repository. Device records: Design History File Index (DHFI) P 5.5.2 [B, C] The MANUFACTURER establishes strategies, methods and procedures for verifying the SOFTWARE UNITS Procedures used:"
review of documentation against specific regional regulatory codes and guidelines,0.028490042,0.375238955,D47457 HAL 4.0 APS Record Rev 04.docx.pdf,D47457,4,53,3.0 Summary of Applicable Standards and Guidance documents > 3.1 Applicable Standards (Continued),19,"10-20Safety and Effectiveness Regulatory Affairs Internal Report/ Certification Following Varian procedures ensures compliance with the regulation. 3.1.102 Applicable SOR/98-282 Section 21- N/A31 May 2025Canada: Medical Devices Regulation Part 1 Section 21-23 23Labeling Requirements Label or Labelling Regulatory Affairs Following Varian procedures ensures compliance with the regulation. 3.1.103 Applicable Ordinance No.N/A28 June 2021Brazil: INMETRO Safety Certification requirements for Brazil. AMS Regulatory 384/2020 Affairs Label or Labelling Superceded 2016 Ordinance 3.1.104 Applicable Ordinance No.N/A28 June 2021Brazil: INMETRO Safety Certification requirements for Brazil. AMS Regulatory 384/2020 Affairs Label or Labelling Superceded 2016 Ordinance 3.1.105 Applicable Medical Device Rules N/A01 January 2018 India: Bureau of Indian Standards (BIS). Rule 7 of the 2017, Rule 7Medical Device Rules, 2017. Product Compliance 3rd Party Report/ Certification"
review of documentation against specific regional regulatory codes and guidelines,0.0279544,0.34212026,D47457 HAL 4.0 APS Record Rev 04.docx.pdf,D47457,4,81,3.0 Summary of Applicable Standards and Guidance documents > 3.1 Applicable Standards (Continued),32-33,"interface in accompany documents, b. if applicable, gating interlock, dose interlock and beam stop function normally, c. provide Beam Hold switching action latency in accompany documents, i. TDD: beam hold latency, ii. TDD: beam hold release latency, iii. PPMS: beam hold request send out latency. d. Beam Hold time, e. error handling and recovery, f. function requirements. Applicable Product Standards Record HAL 4.0 Revision Doc Number 04 D47457 Varian Confidential REG0505F01 Rev 07 This document contains confidential, proprietary information of Varian, a Siemens Healthineers Company. It may not be copied or reproduced without prior written permission from Varian. Page 33 of 39 # Applicability Identifier  Applicable Nat'l Adoption Applicable Version Title SME function  Evidence required  Comments 3.1.149 Applicable 国家药品监督管理 局通告（2019 年 第23 号） NMPA Guidance 有源医疗器械使用期限注册技术审查指导原则 May 9, 2019 Guidelines for Registration Technical Review on Shelf Life of Active Medical Device Reliability"
review of documentation against specific regional regulatory codes and guidelines,0.026506126,0.322801322,D47457 HAL 4.0 APS Record Rev 04.docx.pdf,D47457,4,15,3.0 Summary of Applicable Standards and Guidance documents > 3.1 Applicable Standards (Continued),7,2019+A11: 2021devices Risk Management Internal Report/ Certification Conformity with EN standard demonstrates compliance with EU MDR. A11:2021 is only required by EU MDR. Following Varian procedures ensures compliance with this standard. Applicable 3.1.4 IEC 62304 EN 2006+A1:2015Medical Device Software - Software Lifecycle processes Design Quality Assurance 3rd Party Report/ Certification IEC standard recognized in U.S. and Canada. Conformity with EN standard demonstrates compliance with EU MDR. A test report should be obtained using the REG0505F03 form. Applicable 3.1.5 IEC 62366-1 EN 2015+A1:2020 Application of Usability Engineering to Medical Devices User Experience 3rd Party Report/ Certification IEC standard recognized in U.S. Conformity with EN standard demonstrates compliance with EU MDR. Applicable 3.1.6 ISO 13485 EN 2016 Quality management systems. Requirements for regulatory purposes EMEIA Regulatory Affairs 3rd Party Report/ Certification Following Varian procedures ensures
review of documentation against specific regional regulatory codes and guidelines,0.025711587,0.327739775,D54978 HAL 4.0 Regulatory Plan Rev 5.0.pdf,D54978,5,125,2. “Ethos Radiotherapy System ” > 9.5 China Marketing Clearance Strategy > 9.5.1 China documentation requirements (Continued),58-59,"Non-clinical Study CH3.6 CR Literature DOR Product manager Shelf Life and CH3.7 CR Packaging Validation Engineering DOR (ME, EE, Sys. & Pckg.) Chapter 4 - Clinical Evaluation Data CH4.1 Contents of Chapters CR Contents of Chapters A catalogue for the submitted application dossiers shall be provided, including all titles and subtitles of this chapter, catalogue serial number, catalogue title, applicable conditions, uploaded file name, and uploaded file page number, as well as the page number of all the contents in the catalogue. As to the applicability, whether the CR catalogue is applicable shall be indicated. DTR+2000days China CA CH4.2 Review of Clinical Supporting Documents CR / Regulatory Plan Revision Doc Number 5.0 D54978 Varian Confidential REG0504F01 Rev 05 This document contains confidential, proprietary information of Varian Medical Systems. It may not be copied or reproduced without prior written permission from Varian Medical Systems. Page 59 of 83 RPS Catalogue Application"
review of documentation against specific regional regulatory codes and guidelines,0.025274899,0.323047847,D67731 HAL 4.0 Design History File Index Rev 05.docx.pdf,D67731,5,51,2. Design History File Index > 2.4 Design Review > 2.4.2 Document Reviews (Continued),23,permission from Varian Medical Systems. Doc Number Rev. Date date of last D67731 05 eSign Format L00003436 Rev 03   Page 23 of 55 Doc ID / Part Number Location Document Title Rev Nucleus D55213 D55213 Review Report for HAL 4.0 Reg Plan rev 2.0 2.0 HAL 4.0 D55213 D55213 Review Report for HAL 4.0 Reg Plan rev 3.0 3.0 HAL 4.0 D55213 D55213 Review Report for HAL 4.0 Reg Plan rev 4.0 4.0 HAL 4.0 D67660 D67660 HAL 4.0 Customer Release Note Review Report Rev 1.0 1.0 HAL 4.0 D67660 D67660 HAL 4.0 Customer Release Note Review Report Rev 1.1 1.1 HAL 4.0 D67660 D67660 HAL 4.0 Customer Release Note Review Report Rev 1.2 1.0 HAL 4.0 D68588 D68588 Hal 4.0 Verification Summary Report Rev 01 01 HAL 4.0 D68014 D68014 HAL 4.0 Validation Summary Report Rev 01 01 HAL 4.0 D63984 D63984 Halcyon-Ethos_QRG (P1039650-001-A_P1039651-001-A) ReviewReport Rev03 03 HAL 4.0 D63984 D63984 Halcyon-Ethos_QRG (P1039650-002-B_P1039651-002-B) ReviewReport Rev02 02 HAL 4.0
review of documentation against specific regional regulatory codes and guidelines,0.025226826,0.33653903,D67731 HAL 4.0 Design History File Index Rev 05.docx.pdf,D67731,5,55,2. Design History File Index > 2.4 Design Review > 2.4.2 Document Reviews (Continued),24,D56676 D56676 HAL 4.0 YY0832.1 Standard Analysis Review Report rev 01 01 HAL 4.0 D56676 D56676 HAL 4.0 YY0832.1 Standard Analysis Review Report rev 02 02 HAL 4.0 D56507 D56507 IEC 60601-2-44 Gap Analysis Review Report Rev 1.0 1.0 HAL 4.0 D56507 D56507 IEC 60601-2-44 Gap Analysis Review Report Rev 02 02 HAL 4.0 D54501 D54501 HAL 4.0 IEC 60601-2-1 4th Edition Gap Analysis Review Report rev 01 01 HAL 4.0 D55534 D55534 HAL 4.0 IEC 60601-1 Edition 3.1 Gap Analysis Review Report rev 01 01 HAL 4.0 D55635 D55635 HAL 4.GB4943.1 to IEC60950 Gap Analysis Review Report rev 01 01 HAL 4.0 1 HAL 4.0 D58147 D58147 HAL 4.0 IEC 60601-2-1 4th Edition Software Gap Analysis Rev1 01 HAL 4.0 D69039 D69039 HAL 4.0 ADLM eRules Review Report rev 01 01 HAL 4.0 D69053 D69053 HAL 4.0 Internal Penetration Test Report Review Report Rev 01 1.0 HAL 4.0 D54899 D54899 HAL 4.0 Marketing Claims Review Report Rev 1.0 2.0 HAL 4.0 D54899 D54899 HAL 4.0 Marketing Claims Review Report Rev 2.0 3.0 HAL 4.0 D54899
review of documentation against specific regional regulatory codes and guidelines,0.025035424,0.3582322,D54978 HAL 4.0 Regulatory Plan Rev 5.0.pdf,D54978,5,143,2. “Ethos Radiotherapy System ” > 9.8 Brazil Marketing Clearance Strategy > 9.8.1 Brazil documentation requirements (Continued),66-67,"similarities between the products Copy or File Brochures or pictures of the product Copy or file Labels Copy or file Manufacturing process flow chart, including a brief description of each step Copy or file Quality certificates (ISO, CE Mark, 510k, etc) Copy If the product has a specific software, inform the current version Copy or file Safety and efficacy data Copy or file Articles, clinical studies, validations, bibliographic references, reporting the safety and efficacy of the product Test reports and certificates of conformity (if the product was tested according any IEC standard or others) Copy or file If there is a specific IEC standard translated in Portuguese for the product, Anvisa will require a Certification of Conformity through a Brazilian Certification Body. After the receipt of the dossier, we will analyse the documents and products characteristics and inform if this procedure is required. Regulatory Plan Revision Doc Number 5.0 D54978 Varian Confidential"
review of documentation against specific regional regulatory codes and guidelines,0.024376597,0.32294175,D59555 HAL 4.0 Risk Management Plan rev03.pdf,D59555,3,21,4.0 Requirements for Risk Management Activities and their Review (Continued),7,"FMEA sessions require a cross-functional and technically biased team approach. FMEA analysis relies on domain knowledge of the team to identify components to consider and specific manner or way by which a failure occurs.  Analysis is conducted thru brainstorming sessions by the team.   Manner or way by which a failure occurs is highly domain (mechanical, electrical, or software) specific. Process FMEA investigates the risk in manufacturing and the supply chain that may cause material or product not meeting requirements, manufacturing operation impact or manufacturing operator impact. Contributing documents such as specifications, requirements, reports, investigations, and studies shall be reviewed by persons with recorded competence in the documents’ subjects. Where relevant, these persons shall have knowledge and experience with the device(s) in this RMP’s scope as well as familiarity with the device’s use(s) and technologies."
