filename,document_id,revision,folder_type,subfolder,local_path
D65921 HAL4.0 IEC 60601-2-1(2020) 201.10.101.1.2 - Independent termination system (ITS) Report Rev 01.pdf,D65921,1,Regulatory,Test Reports - Regulatory Compliance,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\Test Reports - Regulatory Compliance\D65921 HAL4.0 IEC 60601-2-1(2020) 201.10.101.1.2 - Independent termination system (ITS) Report Rev 01.pdf
"D65922 HAL4.0 IEC 60601-2-1 (2020) 201.10.101.1.7 - Selection, VERIFICATION and DISPLAY of TREATMENT PARAMETERS that change during IRRADIATION Rev 01.docx.pdf",D65922,1,Regulatory,Test Reports - Regulatory Compliance,"C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\Test Reports - Regulatory Compliance\D65922 HAL4.0 IEC 60601-2-1 (2020) 201.10.101.1.7 - Selection, VERIFICATION and DISPLAY of TREATMENT PARAMETERS that change during IRRADIATION Rev 01.docx.pdf"
"D65923 HAL4.0 IEC 60601-2-1 (2020) 201.10.101.1.8 - Selection, VERIFICATION, and DISPLAY of GANTRY angle Rev 01.docx.pdf",D65923,1,Regulatory,Test Reports - Regulatory Compliance,"C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\Test Reports - Regulatory Compliance\D65923 HAL4.0 IEC 60601-2-1 (2020) 201.10.101.1.8 - Selection, VERIFICATION, and DISPLAY of GANTRY angle Rev 01.docx.pdf"
D65924 HAL4.0 IEC 60601-2-1 (2020) 201.10.101.1.9 - VERIFICATION and DISPLAY of MULTI-LEAF COLLIMATOR shapes - IONIZING RADIATION during BEAM HOLD Rev 01.docx.pdf,D65924,1,Regulatory,Test Reports - Regulatory Compliance,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\Test Reports - Regulatory Compliance\D65924 HAL4.0 IEC 60601-2-1 (2020) 201.10.101.1.9 - VERIFICATION and DISPLAY of MULTI-LEAF COLLIMATOR shapes - IONIZING RADIATION during BEAM HOLD Rev 01.docx.pdf
D65926 HAL4.0 2022 IEC 60601-2-1(2020) 201.10.101.3.2.1 - X-RADIATION Report Rev 01.pdf,D65926,1,Regulatory,Test Reports - Regulatory Compliance,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\Test Reports - Regulatory Compliance\D65926 HAL4.0 2022 IEC 60601-2-1(2020) 201.10.101.3.2.1 - X-RADIATION Report Rev 01.pdf
D65927 HAL4.0 IEC 60601-2-1 (2020) 201.10.101.3.3 - LEAKAGE RADIATION (excluding NEUTRONS) outside the area M Rev 01.pdf,D65927,1,Regulatory,Test Reports - Regulatory Compliance,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\Test Reports - Regulatory Compliance\D65927 HAL4.0 IEC 60601-2-1 (2020) 201.10.101.3.3 - LEAKAGE RADIATION (excluding NEUTRONS) outside the area M Rev 01.pdf
D65928 HAL4.0 IEC 60601-2-1 (2020) 201.10.101.3.5 - LEAKAGE RADIATION under fault conditions Rev 01.pdf,D65928,1,Regulatory,Test Reports - Regulatory Compliance,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\Test Reports - Regulatory Compliance\D65928 HAL4.0 IEC 60601-2-1 (2020) 201.10.101.3.5 - LEAKAGE RADIATION under fault conditions Rev 01.pdf
D65929 HAL4.0 2022 IEC 60601-2-1(2020) 201.10.101.4.1 - LEAKAGE X-RADIATION outside the PATIENT plane Report Rev 02.pdf,D65929,2,Regulatory,Test Reports - Regulatory Compliance,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\Test Reports - Regulatory Compliance\D65929 HAL4.0 2022 IEC 60601-2-1(2020) 201.10.101.4.1 - LEAKAGE X-RADIATION outside the PATIENT plane Report Rev 02.pdf
D65930 HAL4.0 IEC 60601-2-1 (2020) 201.10.101.4.5 - IONIZING RADIATION during BEAM HOLD Rev 01.pdf,D65930,1,Regulatory,Test Reports - Regulatory Compliance,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\Test Reports - Regulatory Compliance\D65930 HAL4.0 IEC 60601-2-1 (2020) 201.10.101.4.5 - IONIZING RADIATION during BEAM HOLD Rev 01.pdf
D65932 HAL4.0 IEC 60601-2-1 (2020) 201.10.101.5.3 - Deviation of Beam Characteristics Between Control Points Report Rev 01.pdf,D65932,1,Regulatory,Test Reports - Regulatory Compliance,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\Test Reports - Regulatory Compliance\D65932 HAL4.0 IEC 60601-2-1 (2020) 201.10.101.5.3 - Deviation of Beam Characteristics Between Control Points Report Rev 01.pdf
D65933 HAL 4.0 IEC 60601-2-1 (2020) 201.10.101.5.4 - Accuracy of mechanical movements between CONTROL POINTS Report Rev 01.pdf,D65933,1,Regulatory,Test Reports - Regulatory Compliance,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\Test Reports - Regulatory Compliance\D65933 HAL 4.0 IEC 60601-2-1 (2020) 201.10.101.5.4 - Accuracy of mechanical movements between CONTROL POINTS Report Rev 01.pdf
D65934 HAL4.0 IEC 60601-2-1 (2020) 201.10.101.5.5 - Accuracy of dose delivery between CONTROL POINTS Rev 01.pdf,D65934,1,Regulatory,Test Reports - Regulatory Compliance,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\Test Reports - Regulatory Compliance\D65934 HAL4.0 IEC 60601-2-1 (2020) 201.10.101.5.5 - Accuracy of dose delivery between CONTROL POINTS Rev 01.pdf
D66209 HAL 4.0 Preclinical External Evaluation System Labeling Instructions Rev 1.0.docx.pdf,D66209,1,Design Input Specification,Concept Proposals,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Input Specification\Concept Proposals\D66209 HAL 4.0 Preclinical External Evaluation System Labeling Instructions Rev 1.0.docx.pdf
D66230 Halcyon Console Software Deployment using Ember Rev 02.docx.pdf,D66230,2,Design Transfer,Service Documentation,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Transfer\Service Documentation\D66230 Halcyon Console Software Deployment using Ember Rev 02.docx.pdf
D66660 HAL 4.0 CTS_CTR Verification rev02.pdf,D66660,2,Risk Management,Risk Management Reports,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Risk Management\Risk Management Reports\D66660 HAL 4.0 CTS_CTR Verification rev02.pdf
D66691 HAL4.0 LSC Custom Tooling Design Validation Rev 01.docx.pdf,D66691,1,Design Transfer,Manufacturing Documentation,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Transfer\Manufacturing Documentation\D66691 HAL4.0 LSC Custom Tooling Design Validation Rev 01.docx.pdf
D66701-Rev 02-CHS-Compliance Assessment of Halcyon 4.0 PTR and MI_FAT.docx.pdf,D66701,2,Design Transfer,Manufacturing Documentation,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Transfer\Manufacturing Documentation\D66701-Rev 02-CHS-Compliance Assessment of Halcyon 4.0 PTR and MI_FAT.docx.pdf
D66825 HAL 4.0 kV Imaging Risk Assessment rev01.pdf,D66825,1,Risk Management,Risk Analyses,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Risk Management\Risk Analyses\D66825 HAL 4.0 kV Imaging Risk Assessment rev01.pdf
D66858 HAL 4.0 System Build ERM TRR3 Rev2.docx.pdf,D66858,2,Design Output Specification,Engineering Release Memos,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Engineering Release Memos\D66858 HAL 4.0 System Build ERM TRR3 Rev2.docx.pdf
D67017-Rev 02-HAL4.0 Golden Disk Build Instruction.pdf,D67017,2,Design Transfer,Manufacturing Documentation,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Transfer\Manufacturing Documentation\D67017-Rev 02-HAL4.0 Golden Disk Build Instruction.pdf
D67018-Rev 02-HAL4.0 Golden Disk Build checklist.pdf,D67018,2,Design Transfer,Manufacturing Documentation,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Transfer\Manufacturing Documentation\D67018-Rev 02-HAL4.0 Golden Disk Build checklist.pdf
D67097 HAL 4.0 Summative Usability Evaluation Plan Rev01.docx.pdf,D67097,1,Design Validation,Test Plans,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Validation\Test Plans\D67097 HAL 4.0 Summative Usability Evaluation Plan Rev01.docx.pdf
D67296_Rev01_ Review report of HAL4.0 pre-production use TRR2 SW.pdf,D67296,1,Design Transfer,Manufacturing Documentation,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Transfer\Manufacturing Documentation\D67296_Rev01_ Review report of HAL4.0 pre-production use TRR2 SW.pdf
D67423 HAL 4.0 Product Technical Requirements Rev 02.pdf,D67423,2,Design Input Specification,Product Requirement Documents,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Input Specification\Product Requirement Documents\D67423 HAL 4.0 Product Technical Requirements Rev 02.pdf
D67424 Ethos 4.0 Product Technical Requirements Rev 02.pdf,D67424,2,Design Input Specification,Product Requirement Documents,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Input Specification\Product Requirement Documents\D67424 Ethos 4.0 Product Technical Requirements Rev 02.pdf
D67594 Halcyon 4.0 Console Software Build Procedure Rev 01.pdf,D67594,1,Design Output Specification,Build Procedures,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Build Procedures\D67594 Halcyon 4.0 Console Software Build Procedure Rev 01.pdf
D67595 Halcyon 4.0 System Build Procedure Rev 02.pdf,D67595,2,Design Output Specification,Build Procedures,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Build Procedures\D67595 Halcyon 4.0 System Build Procedure Rev 02.pdf
D67660 HAL 4.0 Customer Release Note Review Report Rev 5.0.docx.pdf,D67660,5,Design Output Specification,Labeling,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Labeling\D67660 HAL 4.0 Customer Release Note Review Report Rev 5.0.docx.pdf
D67687 HAL 4.0 Compatibility Justification Non-Software Devices Rev 3.0.docx.pdf,D67687,3,Design Validation,Verification and Validation Summary Reports,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Validation\Verification and Validation Summary Reports\D67687 HAL 4.0 Compatibility Justification Non-Software Devices Rev 3.0.docx.pdf
D67731 HAL 4.0 Design History File Index Rev 05.docx.pdf,D67731,5,Design Output Specification,,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\D67731 HAL 4.0 Design History File Index Rev 05.docx.pdf
D67930 HAL NPI BOM Rev07 .pdf,D67930,7,Design Transfer,Manufacturing Documentation,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Transfer\Manufacturing Documentation\D67930 HAL NPI BOM Rev07 .pdf
D67980 HAL 4.0 IEC 60976 Review Report Rev 03.docx.pdf,D67980,3,Design Output Specification,Labeling,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Labeling\D67980 HAL 4.0 IEC 60976 Review Report Rev 03.docx.pdf
D68014 HAL 4.0 Validation Summary Report Rev 02.docx.pdf,D68014,2,Design Validation,Verification and Validation Summary Reports,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Validation\Verification and Validation Summary Reports\D68014 HAL 4.0 Validation Summary Report Rev 02.docx.pdf
D68145 HAL4.0 IEC 60601-2-1 (2020) 201.3.245 REFERENCE ABSORBED DOSE Rev 01.pdf,D68145,1,Regulatory,Test Reports - Regulatory Compliance,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\Test Reports - Regulatory Compliance\D68145 HAL4.0 IEC 60601-2-1 (2020) 201.3.245 REFERENCE ABSORBED DOSE Rev 01.pdf
D68161-Rev01-HAL4.0 NPI Training Record.pdf,D68161,1,Design Transfer,Manufacturing Documentation,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Transfer\Manufacturing Documentation\D68161-Rev01-HAL4.0 NPI Training Record.pdf
D68203 Halcyon design_review_AFC_servo R1.pptx.pdf,D68203,1,Technical Assessment,Physics,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Technical Assessment\Physics\D68203 Halcyon design_review_AFC_servo R1.pptx.pdf
D68361 HAL4.0 IEC 60601-2-1 (2020) 201.10.101.1.1.4 - Selection and DISPLAY of DOSE MONITOR UNITS Rev 01.pdf,D68361,1,Regulatory,Test Reports - Regulatory Compliance,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\Test Reports - Regulatory Compliance\D68361 HAL4.0 IEC 60601-2-1 (2020) 201.10.101.1.1.4 - Selection and DISPLAY of DOSE MONITOR UNITS Rev 01.pdf
D68370 Halcyon Dispersant Suppression Efficacy Test Plan Rev 01.pdf,D68370,1,Technical Assessment,Feasibility Studies,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Technical Assessment\Feasibility Studies\D68370 Halcyon Dispersant Suppression Efficacy Test Plan Rev 01.pdf
D68371 Halcyon Dispersant Materials Compatibility Test Plan and Report Rev 02.pdf,D68371,2,Technical Assessment,Feasibility Studies,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Technical Assessment\Feasibility Studies\D68371 Halcyon Dispersant Materials Compatibility Test Plan and Report Rev 02.pdf
D68372 Halcyon Pump Contamination Inspection Plan and Procedure Review Report - Rev 01.pdf,D68372,1,Technical Assessment,Feasibility Studies,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Technical Assessment\Feasibility Studies\D68372 Halcyon Pump Contamination Inspection Plan and Procedure Review Report - Rev 01.pdf
D68373 Halcyon Biofilm Removal and Prevention Test Plan Rev01.pdf,D68373,1,Technical Assessment,Feasibility Studies,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Technical Assessment\Feasibility Studies\D68373 Halcyon Biofilm Removal and Prevention Test Plan Rev01.pdf
D68456 Halcyon 4.0 RTSS Build Procedure Rev 01.docx.pdf,D68456,1,Design Output Specification,Build Procedures,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Build Procedures\D68456 Halcyon 4.0 RTSS Build Procedure Rev 01.docx.pdf
D68492 HAL 4.0 Validation Test Results  Interim Rev 01.docx.pdf,D68492,1,Design Validation,Test Reports,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Validation\Test Reports\D68492 HAL 4.0 Validation Test Results  Interim Rev 01.docx.pdf
D68514 HAL 4.0 RHA for Auto mAs Failure rev02.pdf,D68514,2,Risk Management,Risk Analyses,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Risk Management\Risk Analyses\D68514 HAL 4.0 RHA for Auto mAs Failure rev02.pdf
D68525 HAL 4.0 - Clinical Mode Summative Usability Test Report Rev01.docx.pdf,D68525,1,Design Validation,Test Reports,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Validation\Test Reports\D68525 HAL 4.0 - Clinical Mode Summative Usability Test Report Rev01.docx.pdf
D68526 HAL 4.0 - Clinical Mode Summative Findings Review Report Rev02.docx.pdf,D68526,2,Design Validation,Test Reports,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Validation\Test Reports\D68526 HAL 4.0 - Clinical Mode Summative Findings Review Report Rev02.docx.pdf
D68527 HAL 4.0 - Physics Mode Summative Usability Test Report Rev01.docx.pdf,D68527,1,Design Validation,Test Reports,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Validation\Test Reports\D68527 HAL 4.0 - Physics Mode Summative Usability Test Report Rev01.docx.pdf
D68528 HAL 4.0 - Physics Mode Summative Findings Review Report Rev02.docx.pdf,D68528,2,Design Validation,Test Reports,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Validation\Test Reports\D68528 HAL 4.0 - Physics Mode Summative Findings Review Report Rev02.docx.pdf
D68539 MPC 2.37 SBP Rev 01.pdf,D68539,1,Design Output Specification,Build Procedures,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Build Procedures\D68539 MPC 2.37 SBP Rev 01.pdf
D68550 Halcyon 4.0 Production Image Build Instruction Rev 1.0.docx.pdf,D68550,1,Design Output Specification,Build Procedures,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Build Procedures\D68550 Halcyon 4.0 Production Image Build Instruction Rev 1.0.docx.pdf
D68585 TDIS Ember Build Procedure Rev 01.docx.pdf,D68585,1,Design Output Specification,Build Procedures,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Build Procedures\D68585 TDIS Ember Build Procedure Rev 01.docx.pdf
D68586 IQOQPQ_VM_PABUILD33 Rev 1.0.docx.pdf,D68586,1,Design Output Specification,Build Procedures,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Build Procedures\D68586 IQOQPQ_VM_PABUILD33 Rev 1.0.docx.pdf
D68599 Hal 4.0 Design Verification Trace Matrix Rev 02.pdf,D68599,2,Design Output Specification,Design Trace Matrices,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Design Trace Matrices\D68599 Hal 4.0 Design Verification Trace Matrix Rev 02.pdf
D68627 HAL 4.0 Significant Changes rev 02.pdf,D68627,2,Design Output Specification,Design Descriptions,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Design Descriptions\D68627 HAL 4.0 Significant Changes rev 02.pdf
D68681 HAL 4.0 MDS2 Form Rev 01.pdf,D68681,1,Design Output Specification,Design Descriptions,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Design Descriptions\D68681 HAL 4.0 MDS2 Form Rev 01.pdf
D68683 HAL 4.0 Cybersecurity Traceability Analysis Rev 01.pdf,D68683,1,Risk Management,Risk Management Reports,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Risk Management\Risk Management Reports\D68683 HAL 4.0 Cybersecurity Traceability Analysis Rev 01.pdf
D68685 HAL 4.0 Cybersecurity Statement Rev 01.docx.pdf,D68685,1,Risk Management,Risk Management Plans,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Risk Management\Risk Management Plans\D68685 HAL 4.0 Cybersecurity Statement Rev 01.docx.pdf
D68686 HAL 4.0 Cybersecurity Summary Report Rev 03.pdf,D68686,3,Risk Management,Risk Management Reports,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Risk Management\Risk Management Reports\D68686 HAL 4.0 Cybersecurity Summary Report Rev 03.pdf
D68699-Rev01-Guidance for Kemnath to upgrade to HAL4.0 Product SW.pdf,D68699,1,Design Transfer,Manufacturing Documentation,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Transfer\Manufacturing Documentation\D68699-Rev01-Guidance for Kemnath to upgrade to HAL4.0 Product SW.pdf
D68717 HAL4 TI 2.37 SBP Rev 02.docx.pdf,D68717,2,Design Output Specification,Build Procedures,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Build Procedures\D68717 HAL4 TI 2.37 SBP Rev 02.docx.pdf
D68723 IQOQPQ_VM_PABUILDDIGSIG01 01.pdf,D68723,,Design Output Specification,Build Procedures,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Build Procedures\D68723 IQOQPQ_VM_PABUILDDIGSIG01 01.pdf
D68779 HAL 4.0 Risk Control Measures Trace Matrix rev01.pdf,D68779,1,Risk Management,Risk Management Reports,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Risk Management\Risk Management Reports\D68779 HAL 4.0 Risk Control Measures Trace Matrix rev01.pdf
D68781 HAL 4.0 Expected Lifetime rev 1.0.pdf,D68781,1,Regulatory,Essential Requirements Checklist,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\Essential Requirements Checklist\D68781 HAL 4.0 Expected Lifetime rev 1.0.pdf
D68782 HAL 4.0 Requirement Tracing rev 01.pdf,D68782,1,Design Output Specification,Design Trace Matrices,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Design Trace Matrices\D68782 HAL 4.0 Requirement Tracing rev 01.pdf
D68895 HAL 4.0 RHA for Physics Mode Dose rev02.pdf,D68895,2,Risk Management,Risk Analyses,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Risk Management\Risk Analyses\D68895 HAL 4.0 RHA for Physics Mode Dose rev02.pdf
D68985 HAL 4.0 IEC 62304+A1 2015 Software Lifecycle Assessment Rev 01.docx.pdf,D68985,1,Regulatory,Applicable Standards,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\Applicable Standards\D68985 HAL 4.0 IEC 62304+A1 2015 Software Lifecycle Assessment Rev 01.docx.pdf
D68994 HAL 4.0 Usability Engineering File Index Rev01.docx.pdf,D68994,1,Design Validation,Test Reports,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Validation\Test Reports\D68994 HAL 4.0 Usability Engineering File Index Rev01.docx.pdf
D69002 HAL 4.0 TXA Safety FDD Rev 1.0.docx.pdf,D69002,1,Design Output Specification,Design Descriptions,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Design Descriptions\D69002 HAL 4.0 TXA Safety FDD Rev 1.0.docx.pdf
D69032 HAL 4.0 Validation Test Log Rev 01.pdf,D69032,1,Design Validation,Test Reports,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Validation\Test Reports\D69032 HAL 4.0 Validation Test Log Rev 01.pdf
D69193 HAL 4.0 IEC 62366-1 2015 Usability Assessment Form Rev01.docx.pdf,D69193,1,Design Validation,Test Reports,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Validation\Test Reports\D69193 HAL 4.0 IEC 62366-1 2015 Usability Assessment Form Rev01.docx.pdf
D69395 HAL 4.0 IEC Site Tests Review Report Rev 02.docx.pdf,D69395,2,Design Output Specification,Labeling,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Labeling\D69395 HAL 4.0 IEC Site Tests Review Report Rev 02.docx.pdf
D69487_W45 _ 99W2 Test Plan Rev 1.pdf,D69487,1,Design Changes,ECNs,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Changes\ECNs\D69487_W45 _ 99W2 Test Plan Rev 1.pdf
D69498 HAL4.0 Revision History.docx.pdf,D69498,,Design Output Specification,Design Descriptions,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Design Descriptions\D69498 HAL4.0 Revision History.docx.pdf
D69516 Hal 4 Therapy Readiness Check  AAMI RT2 2017.pdf,D69516,,Regulatory,International Submission Dossier,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\International Submission Dossier\D69516 Hal 4 Therapy Readiness Check  AAMI RT2 2017.pdf
D69519 HAL 4.0 Dose Calculation on CBCTp Assessment Rev 03.docx.pdf,D69519,3,Design Validation,,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Validation\D69519 HAL 4.0 Dose Calculation on CBCTp Assessment Rev 03.docx.pdf
D69533 HAL 4.0 MR1 Maintenance Release Document Rev09.docx.pdf,D69533,9,Design Changes,Maintenance Releases,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Changes\Maintenance Releases\D69533 HAL 4.0 MR1 Maintenance Release Document Rev09.docx.pdf
D69642-Late Stage Configuration ET-14 form Rev 01.pdf,D69642,1,Risk Management,Risk Analyses,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Risk Management\Risk Analyses\D69642-Late Stage Configuration ET-14 form Rev 01.pdf
D69954 HAL 4.0 kV Collimator Test Requirements rev 0.1.docx.pdf,D69954,1,Design Transfer,Manufacturing Documentation,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Transfer\Manufacturing Documentation\D69954 HAL 4.0 kV Collimator Test Requirements rev 0.1.docx.pdf
D69966 HAL 4.0 Compliance Assessment of Product Technical Requirements Rev 02.pdf,D69966,2,Regulatory,Test Reports - Regulatory Compliance,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\Test Reports - Regulatory Compliance\D69966 HAL 4.0 Compliance Assessment of Product Technical Requirements Rev 02.pdf
D70036 HAL 4.0 Software Description Report China Submission Rev 03 .docx.pdf,D70036,3,Regulatory,,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\D70036 HAL 4.0 Software Description Report China Submission Rev 03 .docx.pdf
D70060 HAL 4.0 GSPR Checklist Rev2.docx.pdf,D70060,2,Regulatory,International Submission Dossier,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\International Submission Dossier\D70060 HAL 4.0 GSPR Checklist Rev2.docx.pdf
D70060 HAL 4.0-GSPR Checklist.pdf,D70060,,Regulatory,Essential Requirements Checklist,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\Essential Requirements Checklist\D70060 HAL 4.0-GSPR Checklist.pdf
D70066 Halcyon 4.0 Panda Proof of Concept Rev 1.0 .docx.pdf,D70066,1,Technical Assessment,Feasibility Studies,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Technical Assessment\Feasibility Studies\D70066 Halcyon 4.0 Panda Proof of Concept Rev 1.0 .docx.pdf
D70082 HAL 4.0 Standards Attestation Rev 03.docx.pdf,D70082,3,Regulatory,International Submission Dossier,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\International Submission Dossier\D70082 HAL 4.0 Standards Attestation Rev 03.docx.pdf
D70153 HAL 4.0 Core Suppliers Rev 04.docx.pdf,D70153,4,Regulatory,International Submission Dossier,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\International Submission Dossier\D70153 HAL 4.0 Core Suppliers Rev 04.docx.pdf
D70154 HAL 4.0 Machinery Directive Checklist Rev 01.pdf,D70154,1,Regulatory,Essential Requirements Checklist,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\Essential Requirements Checklist\D70154 HAL 4.0 Machinery Directive Checklist Rev 01.pdf
D70155-HAL 4.0 Construction Material Data Rev01.pdf,D70155,1,Regulatory,,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\D70155-HAL 4.0 Construction Material Data Rev01.pdf
D70182 HAL 4.0 E-Labeling Checklist Rev 01.pdf,D70182,1,Regulatory,Essential Requirements Checklist,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\Essential Requirements Checklist\D70182 HAL 4.0 E-Labeling Checklist Rev 01.pdf
D70581 HAL 4.0 Upgrade Kit Path Rev02.pdf,D70581,2,Design Transfer,Manufacturing Documentation,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Transfer\Manufacturing Documentation\D70581 HAL 4.0 Upgrade Kit Path Rev02.pdf
D70753 HAL 4.0 MR1 Validation Plan Rev 02.docx.pdf,D70753,2,Design Validation,Verification and Validation Plans,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Validation\Verification and Validation Plans\D70753 HAL 4.0 MR1 Validation Plan Rev 02.docx.pdf
D70923 HAL 4.0 MR1 Test Case Selection Rationale Rev 02.docx.pdf,D70923,2,Design Validation,Test Specifications,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Validation\Test Specifications\D70923 HAL 4.0 MR1 Test Case Selection Rationale Rev 02.docx.pdf
